Electoral District Number / No de circonscription	Electoral District Name	Nom de la circonscription	Political Affiliation	Appartenance politique	Candidate's Family Name / Nom de famille du candidat	Candidate's First Name / Prénom du candidat	 Candidate's Initial(s) / Initiale(s) du candidat	 Candidate's Campaign Office Telephone Number / Numéro de téléphone du bureau de campagne du candidat	Date of Receipt of Notification of Confirmation / Date de réception de l'avis de confirmation	Time of Receipt of Notification of Confirmation / Heure de réception de l'avis de confirmation
35077	St. Paul's	St. Paul's	Liberal Party of Canada	Parti libéral du Canada	Bennett	Carolyn			04-Apr-2011	12:57:00
35077	St. Paul's	St. Paul's	Conservative Party of Canada	Parti conservateur du Canada	Harquail	Maureen		(416) 925-8228	08-Apr-2011	10:06:00
35077	St. Paul's	St. Paul's	Libertarian Party of Canada	Parti Libertarien du Canada	Kittredge	John		(416) 421-2903	11-Apr-2011	09:30:00
35077	St. Paul's	St. Paul's	Green Party of Canada	Le Parti Vert du Canada	McGarva	Jim			07-Apr-2011	10:09:00
35077	St. Paul's	St. Paul's	New Democratic Party	Nouveau Parti démocratique	Molls	William			07-Apr-2011	03:03:00
35078	Sarnia--Lambton	Sarnia--Lambton	Conservative Party of Canada	Parti conservateur du Canada	Davidson	Pat			04-Apr-2011	02:00:00
35078	Sarnia--Lambton	Sarnia--Lambton	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Desormeaux-Malm	Christopher		(519) 845-3823	07-Apr-2011	12:00:00
35078	Sarnia--Lambton	Sarnia--Lambton	Liberal Party of Canada	Parti libéral du Canada	Fugard	Tim		(519) 542-1892	29-Mar-2011	02:30:00
35078	Sarnia--Lambton	Sarnia--Lambton	Green Party of Canada	Le Parti Vert du Canada	van Bodegom	Tim		(519) 845-9949	06-Apr-2011	03:00:00
35078	Sarnia--Lambton	Sarnia--Lambton	New Democratic Party	Nouveau Parti démocratique	White	Brian		(519) 337-3467	04-Apr-2011	03:35:00
35079	Sault Ste. Marie	Sault Ste. Marie	Conservative Party of Canada	Parti conservateur du Canada	Hayes	Bryan		(705) 254-5309	01-Apr-2011	04:40:00
35079	Sault Ste. Marie	Sault Ste. Marie	Green Party of Canada	Le Parti Vert du Canada	Macmichael	Luke		(705) 253-4280	03-Apr-2011	01:15:00
35079	Sault Ste. Marie	Sault Ste. Marie	New Democratic Party	Nouveau Parti démocratique	Martin	Tony		(705) 575-4301	04-Apr-2011	06:20:00
35079	Sault Ste. Marie	Sault Ste. Marie	Liberal Party of Canada	Parti libéral du Canada	Provenzano	Christian		(705) 575-3900	02-Apr-2011	06:15:00
35079	Sault Ste. Marie	Sault Ste. Marie	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Riauka	Randy		(705) 256-5169	11-Apr-2011	11:25:00
35079	Sault Ste. Marie	Sault Ste. Marie	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Taffarel	Mike		(705) 256-5568	05-Apr-2011	06:55:00
35080	Scarborough--Agincourt	Scarborough--Agincourt	Liberal Party of Canada	Parti libéral du Canada	Karygiannis	Jim		(416) 321-2788	09-Apr-2011	10:05:00
35080	Scarborough--Agincourt	Scarborough--Agincourt	New Democratic Party	Nouveau Parti démocratique	Patchell	Nancy			04-Apr-2011	02:35:00
35080	Scarborough--Agincourt	Scarborough--Agincourt	Green Party of Canada	Le Parti Vert du Canada	Thompson	Pauline			11-Apr-2011	03:15:00
35080	Scarborough--Agincourt	Scarborough--Agincourt	Conservative Party of Canada	Parti conservateur du Canada	Tsai	Harry			03-Apr-2011	12:44:00
35081	Scarborough Centre	Scarborough-Centre	Liberal Party of Canada	Parti libéral du Canada	Cannis	John		(416) 901-8333	07-Apr-2011	04:00:00
35081	Scarborough Centre	Scarborough-Centre	New Democratic Party	Nouveau Parti démocratique	Hundt	Natalie		(416) 283-9191	07-Apr-2011	01:00:00
35081	Scarborough Centre	Scarborough-Centre	Conservative Party of Canada	Parti conservateur du Canada	James	Roxanne		(416) 438-3705	01-Apr-2011	04:30:00
35081	Scarborough Centre	Scarborough-Centre	Green Party of Canada	Le Parti Vert du Canada	Ng	Ella		(416) 206-3820	07-Apr-2011	05:00:00
35082	Scarborough--Guildwood	Scarborough--Guildwood	Green Party of Canada	Le Parti Vert du Canada	Bartley	Alonzo		(416) 559-5580	10-Apr-2011	03:20:00
35082	Scarborough--Guildwood	Scarborough--Guildwood	Independent	Indépendant	Coulbeck	Paul		(647) 955-0393	11-Apr-2011	04:00:00
35082	Scarborough--Guildwood	Scarborough--Guildwood	Conservative Party of Canada	Parti conservateur du Canada	Konkel	Chuck		(416) 283-5858	30-Mar-2011	02:00:00
35082	Scarborough--Guildwood	Scarborough--Guildwood	Liberal Party of Canada	Parti libéral du Canada	McKay	John		(416) 439-5885	07-Apr-2011	05:15:00
35082	Scarborough--Guildwood	Scarborough--Guildwood	New Democratic Party	Nouveau Parti démocratique	Ouellette	Danielle		(416) 265-2662	07-Apr-2011	10:00:00
35083	Scarborough--Rouge River	Scarborough--Rouge River	Independent	Indépendant	Balack	Mark			11-Apr-2011	07:32:00
35083	Scarborough--Rouge River	Scarborough--Rouge River	Conservative Party of Canada	Parti conservateur du Canada	Gallyot	Marlene		(416) 575-7585	03-Apr-2011	12:56:00
35083	Scarborough--Rouge River	Scarborough--Rouge River	Liberal Party of Canada	Parti libéral du Canada	Sarkar	Rana		(647) 932-4034	06-Apr-2011	03:53:00
35083	Scarborough--Rouge River	Scarborough--Rouge River	Green Party of Canada	Le Parti Vert du Canada	Singh	George B.			09-Apr-2011	09:07:00
35083	Scarborough--Rouge River	Scarborough--Rouge River	New Democratic Party	Nouveau Parti démocratique	Sitsabaiesan	Rathika		(647) 800-2029	01-Apr-2011	02:02:00
35084	Scarborough Southwest	Scarborough-Sud-Ouest	Green Party of Canada	Le Parti Vert du Canada	Dixon	Stefan		(416) 285-1944	04-Apr-2011	07:15:00
35084	Scarborough Southwest	Scarborough-Sud-Ouest	New Democratic Party	Nouveau Parti démocratique	Harris	Dan			04-Apr-2011	06:40:00
35084	Scarborough Southwest	Scarborough-Sud-Ouest	Conservative Party of Canada	Parti conservateur du Canada	Paranchothy	Gavan		(416) 840-3368	31-Mar-2011	02:00:00
35084	Scarborough Southwest	Scarborough-Sud-Ouest	Liberal Party of Canada	Parti libéral du Canada	Simson	Michelle		(416) 266-8683	29-Mar-2011	02:45:00
35085	Simcoe--Grey	Simcoe--Grey	New Democratic Party	Nouveau Parti démocratique	Austin	Katy		(705) 322-2265	04-Apr-2011	04:30:00
35085	Simcoe--Grey	Simcoe--Grey	Canadian Action Party	Parti action canadienne	Cochrane	Gord		(705) 606-9353	08-Apr-2011	02:00:00
35085	Simcoe--Grey	Simcoe--Grey	No Affiliation	Aucune appartenance	Guergis	Helena		(705) 434-7879	05-Apr-2011	07:30:00
35085	Simcoe--Grey	Simcoe--Grey	Conservative Party of Canada	Parti conservateur du Canada	Leitch	Kellie		(705) 444-9314	08-Apr-2011	07:00:00
35085	Simcoe--Grey	Simcoe--Grey	Green Party of Canada	Le Parti Vert du Canada	Metheral	Jace		(899) 208-2045	01-Apr-2011	06:30:00
35085	Simcoe--Grey	Simcoe--Grey	Liberal Party of Canada	Parti libéral du Canada	Smardenka	Alex		(705) 422-1855	03-Apr-2011	03:00:00
35085	Simcoe--Grey	Simcoe--Grey	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Vander Zaag	Peter		(705) 798-1168	07-Apr-2011	04:00:00
35086	Simcoe North	Simcoe-Nord	New Democratic Party	Nouveau Parti démocratique	Banigan	Richard		(705) 533-1495	02-Apr-2011	03:00:00
35086	Simcoe North	Simcoe-Nord	Liberal Party of Canada	Parti libéral du Canada	Clarke	Steve		(705) 735-7028	31-Mar-2011	03:13:00
35086	Simcoe North	Simcoe-Nord	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Kooger	Adrian		(705) 325-3902	07-Apr-2011	01:30:00
35086	Simcoe North	Simcoe-Nord	Green Party of Canada	Le Parti Vert du Canada	Powell	Valerie		(705) 326-6433	30-Mar-2011	02:15:00
35086	Simcoe North	Simcoe-Nord	Conservative Party of Canada	Parti conservateur du Canada	Stanton	Bruce		(705) 327-2736	02-Apr-2011	11:15:00
35087	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	Liberal Party of Canada	Parti libéral du Canada	Clement	Bernadette			01-Apr-2011	01:40:00
35087	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	Libertarian Party of Canada	Parti Libertarien du Canada	Donnelly	Darcy Neal		(613) 290-3159	09-Apr-2011	03:30:00
35087	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	Conservative Party of Canada	Parti conservateur du Canada	Lauzon	Guy		(613) 932-8683	01-Apr-2011	11:40:00
35087	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	New Democratic Party	Nouveau Parti démocratique	Leclerc	Mario		(613) 935-9888	05-Apr-2011	08:30:00
35087	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	Green Party of Canada	Le Parti Vert du Canada	Walsh	Wyatt Joseph		(613) 933-8989	07-Apr-2011	11:15:00
35088	Sudbury	Sudbury	Liberal Party of Canada	Parti libéral du Canada	Hartman	Carol		(705) 675-8482	31-Mar-2011	11:25:00
35088	Sudbury	Sudbury	First Peoples National Party of Canada	First Peoples National Party of Canada	Morin	Will		1 877 248-4133	09-Apr-2011	09:55:00
35088	Sudbury	Sudbury	Independent	Indépendant	Popescu	J. David		(705) 688-1302	07-Apr-2011	01:55:00
35088	Sudbury	Sudbury	Conservative Party of Canada	Parti conservateur du Canada	Slade	Fred		(705) 222-2722	01-Apr-2011	04:55:00
35088	Sudbury	Sudbury	New Democratic Party	Nouveau Parti démocratique	Thibeault	Glenn		(705) 562-1239	31-Mar-2011	04:10:00
35088	Sudbury	Sudbury	Green Party of Canada	Le Parti Vert du Canada	Twilley	Fred		(705) 524-2650	01-Apr-2011	09:20:00
35089	Thornhill	Thornhill	Conservative Party of Canada	Parti conservateur du Canada	Kent	Peter		(905) 597-4487	05-Apr-2011	01:45:00
35089	Thornhill	Thornhill	Green Party of Canada	Le Parti Vert du Canada	Koehl	Norbert		(647) 519-4189	05-Apr-2011	05:45:00
35089	Thornhill	Thornhill	Liberal Party of Canada	Parti libéral du Canada	Mock	Karen		(905) 597-7564	06-Apr-2011	05:00:00
35089	Thornhill	Thornhill	New Democratic Party	Nouveau Parti démocratique	Strelchik	Simon		(416) 827-6734	06-Apr-2011	10:15:00
35089	Thornhill	Thornhill	Animal Alliance Environment Voters Party of Canada	Animal Alliance Environment Voters Party of Canada	White	Liz		(416) 809-4371	05-Apr-2011	06:00:00
35090	Thunder Bay--Rainy River	Thunder Bay--Rainy River	Liberal Party of Canada	Parti libéral du Canada	Boshcoff	Ken		(807) 623-5121	30-Mar-2011	10:50:00
35090	Thunder Bay--Rainy River	Thunder Bay--Rainy River	Conservative Party of Canada	Parti conservateur du Canada	Comuzzi-Stehmann	Moe		(807) 476-0579	30-Mar-2011	08:40:00
35090	Thunder Bay--Rainy River	Thunder Bay--Rainy River	New Democratic Party	Nouveau Parti démocratique	Rafferty	John		(807) 623-2001	30-Mar-2011	08:40:00
35090	Thunder Bay--Rainy River	Thunder Bay--Rainy River	Green Party of Canada	Le Parti Vert du Canada	Shields	Ed		(807) 964-1921	01-Apr-2011	03:27:00
35091	Thunder Bay--Superior North	Thunder Bay--Superior-Nord	Marijuana Party	Parti Marijuana	Carrière	Denis A.		(807) 824-3146	05-Apr-2011	06:25:00
35091	Thunder Bay--Superior North	Thunder Bay--Superior-Nord	Liberal Party of Canada	Parti libéral du Canada	Fricot	Yves		(807) 622-5421	31-Mar-2011	10:45:00
35091	Thunder Bay--Superior North	Thunder Bay--Superior-Nord	Conservative Party of Canada	Parti conservateur du Canada	Harvey	Richard		(807) 345-6626	02-Apr-2011	12:00:00
35091	Thunder Bay--Superior North	Thunder Bay--Superior-Nord	New Democratic Party	Nouveau Parti démocratique	Hyer	Bruce		(807) 344-0707	04-Apr-2011	02:20:00
35091	Thunder Bay--Superior North	Thunder Bay--Superior-Nord	Green Party of Canada	Le Parti Vert du Canada	Kyle	Scot		(807) 473-5444	09-Apr-2011	12:15:00
35092	Timmins--James Bay	Timmins--Baie James	New Democratic Party	Nouveau Parti démocratique	Angus	Charlie		(705) 264-8707	03-Apr-2011	03:05:00
35092	Timmins--James Bay	Timmins--Baie James	Green Party of Canada	Le Parti Vert du Canada	Bennett	Lisa			10-Apr-2011	02:00:00
35092	Timmins--James Bay	Timmins--Baie James	Conservative Party of Canada	Parti conservateur du Canada	Greenberg	Bill		(705) 269-1315	07-Apr-2011	09:45:00
35092	Timmins--James Bay	Timmins--Baie James	Liberal Party of Canada	Parti libéral du Canada	Wood	Marilyn		(705) 268-2992	30-Mar-2011	07:15:00
35093	Toronto Centre	Toronto-Centre	Libertarian Party of Canada	Parti Libertarien du Canada	Falardeau	Judi		(416) 837-4099	08-Apr-2011	06:09:00
35093	Toronto Centre	Toronto-Centre	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Fernandez	Philip		(416) 253-4475	04-Apr-2011	05:34:00
35093	Toronto Centre	Toronto-Centre	Communist Party of Canada	Parti communiste du Canada	Holliday	Catherine		(416) 469-2446	11-Apr-2011	10:10:00
35093	Toronto Centre	Toronto-Centre	Green Party of Canada	Le Parti Vert du Canada	Michelson	Ellen		(416) 703-3827	06-Apr-2011	12:10:00
35093	Toronto Centre	Toronto-Centre	Conservative Party of Canada	Parti conservateur du Canada	Moore	Kevin		(647) 723-2151	03-Apr-2011	12:06:00
35093	Toronto Centre	Toronto-Centre	Liberal Party of Canada	Parti libéral du Canada	Rae	Bob		(416) 479-9507	05-Apr-2011	12:26:00
35093	Toronto Centre	Toronto-Centre	New Democratic Party	Nouveau Parti démocratique	Wallace	Susan		(416) 657-2531	04-Apr-2011	11:30:00
35093	Toronto Centre	Toronto-Centre	Independent	Indépendant	Yazdanfar	Bahman		(416) 925-8858	06-Apr-2011	08:00:00
35094	Toronto--Danforth	Toronto--Danforth	Animal Alliance Environment Voters Party of Canada	Animal Alliance Environment Voters Party of Canada	Crawford	Marie		(416) 462-9541	06-Apr-2011	03:00:00
35094	Toronto--Danforth	Toronto--Danforth	Liberal Party of Canada	Parti libéral du Canada	Lang	Andrew		(416) 546-3930	05-Apr-2011	07:30:00
35094	Toronto--Danforth	Toronto--Danforth	New Democratic Party	Nouveau Parti démocratique	Layton	Jack		(416) 252-4637	31-Mar-2011	06:00:00
35094	Toronto--Danforth	Toronto--Danforth	Green Party of Canada	Le Parti Vert du Canada	Mugnatto-Hamu	Adriana		(416) 273-8247	30-Mar-2011	08:50:00
35094	Toronto--Danforth	Toronto--Danforth	Conservative Party of Canada	Parti conservateur du Canada	von Koenig	Katarina		(416) 840-6109	07-Apr-2011	04:15:00
35095	Trinity--Spadina	Trinity--Spadina	Green Party of Canada	Le Parti Vert du Canada	Barney	Rachel		(416) 824-8334	03-Apr-2011	03:55:00
35095	Trinity--Spadina	Trinity--Spadina	Libertarian Party of Canada	Parti Libertarien du Canada	Brown	Chester		(416) 214-1550	09-Apr-2011	01:45:00
35095	Trinity--Spadina	Trinity--Spadina	New Democratic Party	Nouveau Parti démocratique	Chow	Olivia		(647) 890-0845	03-Apr-2011	11:15:00
35095	Trinity--Spadina	Trinity--Spadina	Liberal Party of Canada	Parti libéral du Canada	Innes	Christine			03-Apr-2011	11:15:00
35095	Trinity--Spadina	Trinity--Spadina	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Lin	Nick		(416) 253-4475	06-Apr-2011	08:18:00
35095	Trinity--Spadina	Trinity--Spadina	Conservative Party of Canada	Parti conservateur du Canada	Siow	Gin		(416) 977-8683	03-Apr-2011	11:20:00
35096	Vaughan	Vaughan	Conservative Party of Canada	Parti conservateur du Canada	Fantino	Julian		(855) 326-8466	31-Mar-2011	01:35:00
35096	Vaughan	Vaughan	Liberal Party of Canada	Parti libéral du Canada	Ferri	Mario		(905) 553-0047	08-Apr-2011	07:31:00
35096	Vaughan	Vaughan	New Democratic Party	Nouveau Parti démocratique	Pratt	Mark		1 866 525-2555	04-Apr-2011	01:37:00
35096	Vaughan	Vaughan	Green Party of Canada	Le Parti Vert du Canada	Rodriguez-Larrain	Claudia			10-Apr-2011	02:40:00
35097	Welland	Welland	New Democratic Party	Nouveau Parti démocratique	Allen	Malcolm		(905) 734-9169	02-Apr-2011	10:21:00
35097	Welland	Welland	Independent	Indépendant	Game	Ray		(289) 821-0371	11-Apr-2011	03:04:00
35097	Welland	Welland	Liberal Party of Canada	Parti libéral du Canada	Maloney	John		(905) 714-0007	01-Apr-2011	01:00:00
35097	Welland	Welland	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Vangoolen	David		(905) 730-0693	05-Apr-2011	08:31:00
35097	Welland	Welland	Conservative Party of Canada	Parti conservateur du Canada	Villella	Leanna		(905) 735-6565	04-Apr-2011	07:35:00
35097	Welland	Welland	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Walker	Ron J.		(416) 253-4475	07-Apr-2011	10:59:00
35097	Welland	Welland	Green Party of Canada	Le Parti Vert du Canada	Williamson	Robin		(905) 735-0417	07-Apr-2011	11:35:00
35098	Wellington--Halton Hills	Wellington--Halton Hills	Green Party of Canada	Le Parti Vert du Canada	Bouteiller	Brent			04-Apr-2011	08:30:00
35098	Wellington--Halton Hills	Wellington--Halton Hills	Conservative Party of Canada	Parti conservateur du Canada	Chong	Michael		1 800 837-7075	08-Apr-2011	11:07:00
35098	Wellington--Halton Hills	Wellington--Halton Hills	Liberal Party of Canada	Parti libéral du Canada	Peters	Barry		(905) 703-8334	04-Apr-2011	08:45:00
35098	Wellington--Halton Hills	Wellington--Halton Hills	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Streutker	Jeffrey		1 866 563-7623	10-Apr-2011	10:45:00
35098	Wellington--Halton Hills	Wellington--Halton Hills	New Democratic Party	Nouveau Parti démocratique	Zavarella	Anastasia			06-Apr-2011	08:35:00
35099	Whitby--Oshawa	Whitby--Oshawa	Liberal Party of Canada	Parti libéral du Canada	Bardens	Trevor		(905) 576-7444	08-Apr-2011	08:40:00
35099	Whitby--Oshawa	Whitby--Oshawa	Conservative Party of Canada	Parti conservateur du Canada	Flaherty	Jim		(905) 668-7870	04-Apr-2011	05:20:00
35099	Whitby--Oshawa	Whitby--Oshawa	Green Party of Canada	Le Parti Vert du Canada	Harrison	Rebecca		(905) 231-0450	02-Apr-2011	12:50:00
35099	Whitby--Oshawa	Whitby--Oshawa	Libertarian Party of Canada	Parti Libertarien du Canada	Insang	Josh		(905) 665-9899	11-Apr-2011	01:54:00
35099	Whitby--Oshawa	Whitby--Oshawa	New Democratic Party	Nouveau Parti démocratique	McAuliffe	Trish		(905) 493-4637	31-Mar-2011	06:50:00
35100	Willowdale	Willowdale	Liberal Party of Canada	Parti libéral du Canada	Hall Findlay	Martha		(416) 221-7885	05-Apr-2011	07:08:00
35100	Willowdale	Willowdale	Conservative Party of Canada	Parti conservateur du Canada	Leung	Chungsen		(416) 548-4067	05-Apr-2011	02:37:00
35100	Willowdale	Willowdale	New Democratic Party	Nouveau Parti démocratique	Mollahasani	Mehdi		(416) 733-8565	06-Apr-2011	03:05:00
35101	Windsor--Tecumseh	Windsor--Tecumseh	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Chesnik	Laura		(519) 991-4167	05-Apr-2011	10:45:00
35101	Windsor--Tecumseh	Windsor--Tecumseh	New Democratic Party	Nouveau Parti démocratique	Comartin	Joe		(519) 945-1289	01-Apr-2011	03:45:00
35101	Windsor--Tecumseh	Windsor--Tecumseh	Conservative Party of Canada	Parti conservateur du Canada	Ghanam	Denise		(519) 962-9044	01-Apr-2011	06:40:00
35101	Windsor--Tecumseh	Windsor--Tecumseh	Liberal Party of Canada	Parti libéral du Canada	Kusmierczyk	Irek		(519) 944-4441	30-Mar-2011	05:12:00
35101	Windsor--Tecumseh	Windsor--Tecumseh	Green Party of Canada	Le Parti Vert du Canada	Prestanski	Kyle		(519) 257-7025	07-Apr-2011	08:30:00
35102	Windsor West	Windsor-Ouest	Liberal Party of Canada	Parti libéral du Canada	Deveau	Melanie		(519) 915-0275	06-Apr-2011	07:10:00
35102	Windsor West	Windsor-Ouest	Green Party of Canada	Le Parti Vert du Canada	Fox	Alishia		(519) 819-3901	09-Apr-2011	02:04:00
35102	Windsor West	Windsor-Ouest	Conservative Party of Canada	Parti conservateur du Canada	Lumley	Lisa		(226) 221-0106	31-Mar-2011	08:45:00
35102	Windsor West	Windsor-Ouest	New Democratic Party	Nouveau Parti démocratique	Masse	Brian		(519) 253-9378	01-Apr-2011	04:00:00
35102	Windsor West	Windsor-Ouest	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Villamizar	Margaret		(226) 975-2010	06-Apr-2011	07:30:00
35103	York Centre	York-Centre	Conservative Party of Canada	Parti conservateur du Canada	Adler	Mark		(416) 366-8683	05-Apr-2011	12:30:00
35103	York Centre	York-Centre	New Democratic Party	Nouveau Parti démocratique	Brownlee	Nick		(905) 484-3040	09-Apr-2011	01:35:00
35103	York Centre	York-Centre	Liberal Party of Canada	Parti libéral du Canada	Dryden	Ken		(416) 546-4536	31-Mar-2011	10:15:00
35103	York Centre	York-Centre	Green Party of Canada	Le Parti Vert du Canada	Frei	Rosemary		(416) 875-9812	04-Apr-2011	08:00:00
35104	York--Simcoe	York--Simcoe	Green Party of Canada	Le Parti Vert du Canada	Dewar	John		(905) 989-1866	07-Apr-2011	12:17:00
35104	York--Simcoe	York--Simcoe	New Democratic Party	Nouveau Parti démocratique	Gerl	Sylvia		1 888 881-4637	04-Apr-2011	03:11:00
35104	York--Simcoe	York--Simcoe	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Gunn	Vicki		(647) 477-1647	09-Apr-2011	04:09:00
35104	York--Simcoe	York--Simcoe	United Party of Canada	Parti Uni du Canada	Pisani	Paul		(905) 836-6221	06-Apr-2011	04:10:00
