Electoral District Number / No de circonscription	Electoral District Name	Nom de la circonscription	Political Affiliation	Appartenance politique	Candidate's Family Name / Nom de famille du candidat	Candidate's First Name / Prénom du candidat	 Candidate's Initial(s) / Initiale(s) du candidat	 Candidate's Campaign Office Telephone Number / Numéro de téléphone du bureau de campagne du candidat	Date of Receipt of Notification of Confirmation / Date de réception de l'avis de confirmation	Time of Receipt of Notification of Confirmation / Heure de réception de l'avis de confirmation
35072	Pickering--Scarborough East	Pickering--Scarborough-Est	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Chue	Rick		(905) 649-5689	19-Sep-2008	07:35:00
35072	Pickering--Scarborough East	Pickering--Scarborough-Est	Canadian Action Party	Parti action canadienne	Kalevar	Chai		(416) 657-8421	22-Sep-2008	04:43:00
35072	Pickering--Scarborough East	Pickering--Scarborough-Est	Conservative Party of Canada	Parti conservateur du Canada	Khouri	George			19-Sep-2008	04:45:00
35072	Pickering--Scarborough East	Pickering--Scarborough-Est	Liberal Party of Canada	Parti libéral du Canada	McTeague	Dan		(905) 421-8787	12-Sep-2008	06:00:00
35072	Pickering--Scarborough East	Pickering--Scarborough-Est	New Democratic Party	Nouveau Parti démocratique	Moffat	Andrea			19-Sep-2008	05:24:00
35073	Prince Edward--Hastings	Prince Edward--Hastings	Independent	Indépendant	Barnes	Paul		(613) 472-0862	20-Sep-2008	03:10:00
35073	Prince Edward--Hastings	Prince Edward--Hastings	Liberal Party of Canada	Parti libéral du Canada	Cole	Ken		(613) 968-2653	14-Sep-2008	04:15:00
35073	Prince Edward--Hastings	Prince Edward--Hastings	Green Party of Canada	Le Parti Vert du Canada	Coxwell	Alan		(613) 395-2344	22-Sep-2008	09:55:00
35073	Prince Edward--Hastings	Prince Edward--Hastings	Conservative Party of Canada	Parti conservateur du Canada	Kramp	Daryl		(613) 968-1400	11-Sep-2008	03:00:00
35073	Prince Edward--Hastings	Prince Edward--Hastings	New Democratic Party	Nouveau Parti démocratique	McMahon	Michael		(613) 847-4994	14-Sep-2008	03:00:00
35074	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	Liberal Party of Canada	Parti libéral du Canada	Devine	Carole		(613) 735-4053	13-Sep-2008	11:10:00
35074	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	Independent	Indépendant	Gagné	Denis		(613) 432-7089	20-Sep-2008	02:10:00
35074	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	Conservative Party of Canada	Parti conservateur du Canada	Gallant	Cheryl		(613) 735-8840	13-Sep-2008	09:45:00
35074	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	Green Party of Canada	Le Parti Vert du Canada	Hoffman	Ben		(613) 754-2604	17-Sep-2008	08:45:00
35074	Renfrew--Nipissing--Pembroke	Renfrew--Nipissing--Pembroke	New Democratic Party	Nouveau Parti démocratique	McSheffrey	Sue		(613) 735-3453	15-Sep-2008	06:30:00
35075	Richmond Hill	Richmond Hill	New Democratic Party	Nouveau Parti démocratique	Dowsett	Wess		(905) 737-8911	18-Sep-2008	08:40:00
35075	Richmond Hill	Richmond Hill	Conservative Party of Canada	Parti conservateur du Canada	Leung	Chungsen		(905) 882-7503	16-Sep-2008	12:50:00
35075	Richmond Hill	Richmond Hill	Green Party of Canada	Le Parti Vert du Canada	Marando	Dylan		(905) 508-9288	16-Sep-2008	09:30:00
35075	Richmond Hill	Richmond Hill	Liberal Party of Canada	Parti libéral du Canada	Wilfert	Bryon		(905) 770-5033	16-Sep-2008	12:00:00
35076	St. Catharines	St. Catharines	New Democratic Party	Nouveau Parti démocratique	Addison	George N.		(905) 934-0044	11-Sep-2008	03:55:00
35076	St. Catharines	St. Catharines	Conservative Party of Canada	Parti conservateur du Canada	Dykstra	Rick		(905) 935-8683	16-Sep-2008	01:50:00
35076	St. Catharines	St. Catharines	Green Party of Canada	Le Parti Vert du Canada	Fannon	Jim			18-Sep-2008	07:50:00
35076	St. Catharines	St. Catharines	Communist Party of Canada	Parti communiste du Canada	Hammond	Sam		(905) 964-7968	21-Sep-2008	01:05:00
35076	St. Catharines	St. Catharines	Liberal Party of Canada	Parti libéral du Canada	Lastewka	Walt		(905) 935-2008	12-Sep-2008	10:00:00
35077	St. Paul's	St. Paul's	New Democratic Party	Nouveau Parti démocratique	Agrawal	Anita		(416) 642-6840	19-Sep-2008	05:38:00
35077	St. Paul's	St. Paul's	Liberal Party of Canada	Parti libéral du Canada	Bennett	Carolyn		(416) 709-6245	19-Sep-2008	10:44:00
35077	St. Paul's	St. Paul's	Green Party of Canada	Le Parti Vert du Canada	Erdman	Justin		(416) 919-7890	22-Sep-2008	09:00:00
35077	St. Paul's	St. Paul's	Conservative Party of Canada	Parti conservateur du Canada	Jewell	Heather		1 888 953-3627	17-Sep-2008	01:41:00
35077	St. Paul's	St. Paul's	Libertarian Party of Canada	Parti Libertarien du Canada	Kittredge	John		(416) 421-2903	22-Sep-2008	10:40:00
35078	Sarnia--Lambton	Sarnia--Lambton	New Democratic Party	Nouveau Parti démocratique	Bruziewicz	Andy		(519) 491-0098	16-Sep-2008	11:30:00
35078	Sarnia--Lambton	Sarnia--Lambton	Conservative Party of Canada	Parti conservateur du Canada	Davidson	Pat		(519) 337-7414	16-Sep-2008	05:00:00
35078	Sarnia--Lambton	Sarnia--Lambton	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Desormeaux-Malm	Christopher		(519) 845-0148	18-Sep-2008	06:55:00
35078	Sarnia--Lambton	Sarnia--Lambton	Liberal Party of Canada	Parti libéral du Canada	Fugard	Tim			12-Sep-2008	03:00:00
35078	Sarnia--Lambton	Sarnia--Lambton	Green Party of Canada	Le Parti Vert du Canada	McKeown	Allan		(519) 542-3661	17-Sep-2008	04:15:00
35079	Sault Ste. Marie	Sault Ste. Marie	Liberal Party of Canada	Parti libéral du Canada	Bichler	Paul		(705) 251-2009	22-Sep-2008	04:02:00
35079	Sault Ste. Marie	Sault Ste. Marie	Green Party of Canada	Le Parti Vert du Canada	Macmichael	Luke		(705) 253-4280	18-Sep-2008	04:10:00
35079	Sault Ste. Marie	Sault Ste. Marie	New Democratic Party	Nouveau Parti démocratique	Martin	Tony		(705) 942-5812	17-Sep-2008	01:28:00
35079	Sault Ste. Marie	Sault Ste. Marie	First Peoples National Party of Canada	First Peoples National Party of Canada	McLeod	Cory		(705) 946-9814	23-Sep-2008	08:45:00
35079	Sault Ste. Marie	Sault Ste. Marie	Conservative Party of Canada	Parti conservateur du Canada	Ross	Cameron		(705) 942-1910	18-Sep-2008	01:55:00
35079	Sault Ste. Marie	Sault Ste. Marie	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Taffarel	Mike		(705) 256-5568	19-Sep-2008	02:00:00
35080	Scarborough--Agincourt	Scarborough--Agincourt	New Democratic Party	Nouveau Parti démocratique	Dougherty	Simon			18-Sep-2008	04:09:00
35080	Scarborough--Agincourt	Scarborough--Agincourt	Liberal Party of Canada	Parti libéral du Canada	Karygiannis	Jim		(416) 321-2788	19-Sep-2008	06:43:00
35080	Scarborough--Agincourt	Scarborough--Agincourt	Conservative Party of Canada	Parti conservateur du Canada	Lau	Benson			14-Sep-2008	01:37:00
35080	Scarborough--Agincourt	Scarborough--Agincourt	Green Party of Canada	Le Parti Vert du Canada	Molder	Adrian			20-Sep-2008	06:09:00
35081	Scarborough Centre	Scarborough-Centre	Liberal Party of Canada	Parti libéral du Canada	Cannis	John		(416) 751-2375	20-Sep-2008	03:05:00
35081	Scarborough Centre	Scarborough-Centre	New Democratic Party	Nouveau Parti démocratique	Hundt	Natalie			20-Sep-2008	05:18:00
35081	Scarborough Centre	Scarborough-Centre	Conservative Party of Canada	Parti conservateur du Canada	James	Roxanne		(416) 438-3705	12-Sep-2008	07:26:00
35081	Scarborough Centre	Scarborough-Centre	Green Party of Canada	Le Parti Vert du Canada	Ng	Ella			20-Sep-2008	02:43:00
35082	Scarborough--Guildwood	Scarborough--Guildwood	Green Party of Canada	Le Parti Vert du Canada	Bartley	Alonzo		(416) 559-5580	21-Sep-2008	02:00:00
35082	Scarborough--Guildwood	Scarborough--Guildwood	New Democratic Party	Nouveau Parti démocratique	Khan	Sania			12-Sep-2008	05:10:00
35082	Scarborough--Guildwood	Scarborough--Guildwood	Conservative Party of Canada	Parti conservateur du Canada	Konkel	Chuck		(416) 283-5858	12-Sep-2008	02:15:00
35082	Scarborough--Guildwood	Scarborough--Guildwood	Liberal Party of Canada	Parti libéral du Canada	McKay	John		(416) 431-5980	16-Sep-2008	02:45:00
35083	Scarborough--Rouge River	Scarborough--Rouge River	Conservative Party of Canada	Parti conservateur du Canada	Bance	Jerry			12-Sep-2008	07:19:00
35083	Scarborough--Rouge River	Scarborough--Rouge River	Liberal Party of Canada	Parti libéral du Canada	Lee	Derek		(416) 366-1988	19-Sep-2008	01:20:00
35083	Scarborough--Rouge River	Scarborough--Rouge River	Libertarian Party of Canada	Parti Libertarien du Canada	Mercer	Alan			21-Sep-2008	03:08:00
35083	Scarborough--Rouge River	Scarborough--Rouge River	Green Party of Canada	Le Parti Vert du Canada	Nagy	Attila		(416) 551-0155	20-Sep-2008	03:12:00
35083	Scarborough--Rouge River	Scarborough--Rouge River	New Democratic Party	Nouveau Parti démocratique	Sloan	Ryan			18-Sep-2008	10:15:00
35084	Scarborough Southwest	Scarborough-Sud-Ouest	Conservative Party of Canada	Parti conservateur du Canada	Crompton	Greg		(416) 283-2243	09-Sep-2008	04:07:00
35084	Scarborough Southwest	Scarborough-Sud-Ouest	Green Party of Canada	Le Parti Vert du Canada	Dixon	Stefan		(416) 285-1944	17-Sep-2008	08:30:00
35084	Scarborough Southwest	Scarborough-Sud-Ouest	New Democratic Party	Nouveau Parti démocratique	Hussain	Alamgir		(647) 341-8593	16-Sep-2008	06:15:00
35084	Scarborough Southwest	Scarborough-Sud-Ouest	Independent	Indépendant	Kabir	M. H. Fatique Chowdhury			22-Sep-2008	01:09:00
35084	Scarborough Southwest	Scarborough-Sud-Ouest	Liberal Party of Canada	Parti libéral du Canada	Simson	Michelle		(416) 261-9191	11-Sep-2008	04:42:00
35085	Simcoe--Grey	Simcoe--Grey	New Democratic Party	Nouveau Parti démocratique	Austin	Katy		(705) 322-2265	12-Sep-2008	05:03:00
35085	Simcoe--Grey	Simcoe--Grey	Green Party of Canada	Le Parti Vert du Canada	Ellis	Peter		(705) 458-4852	19-Sep-2008	09:03:00
35085	Simcoe--Grey	Simcoe--Grey	Conservative Party of Canada	Parti conservateur du Canada	Guergis	Helena		(705) 434-4787	17-Sep-2008	07:03:00
35085	Simcoe--Grey	Simcoe--Grey	Liberal Party of Canada	Parti libéral du Canada	Matrosovs	Andrea		(705) 434-5240	19-Sep-2008	05:45:00
35085	Simcoe--Grey	Simcoe--Grey	Libertarian Party of Canada	Parti Libertarien du Canada	McKibbin	Caley		(705) 250-0351	22-Sep-2008	06:13:00
35085	Simcoe--Grey	Simcoe--Grey	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Vander Zaag	Peter		(705) 435-1028	19-Sep-2008	07:10:00
35086	Simcoe North	Simcoe-Nord	New Democratic Party	Nouveau Parti démocratique	Banigan	Richard			20-Sep-2008	10:45:00
35086	Simcoe North	Simcoe-Nord	Liberal Party of Canada	Parti libéral du Canada	Clarke	Steve		(705) 326-7589	17-Sep-2008	01:05:00
35086	Simcoe North	Simcoe-Nord	Green Party of Canada	Le Parti Vert du Canada	Powell	Valerie			11-Sep-2008	03:20:00
35086	Simcoe North	Simcoe-Nord	Conservative Party of Canada	Parti conservateur du Canada	Stanton	Bruce		(705) 327-9905	17-Sep-2008	02:50:00
35087	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	Canadian Action Party	Parti action canadienne	Dugas	DWight		(613) 551-3181	19-Sep-2008	08:02:00
35087	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	Independent	Indépendant	Galganov	Howard		(613) 347-7775	12-Sep-2008	03:35:00
35087	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	New Democratic Party	Nouveau Parti démocratique	Jalbert	Darlene		(613) 933-1249	14-Sep-2008	02:30:00
35087	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	Conservative Party of Canada	Parti conservateur du Canada	Lauzon	Guy		(613) 932-9651	17-Sep-2008	03:50:00
35087	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	Green Party of Canada	Le Parti Vert du Canada	Rawnsley	David		(613) 347-7359	17-Sep-2008	08:55:00
35087	Stormont--Dundas--South Glengarry	Stormont--Dundas--South Glengarry	Liberal Party of Canada	Parti libéral du Canada	Sabourin	Denis		(613) 936-6878	17-Sep-2008	11:00:00
35088	Sudbury	Sudbury	Green Party of Canada	Le Parti Vert du Canada	Harris	Gordon		(705) 222-6974	12-Sep-2008	05:00:00
35088	Sudbury	Sudbury	Conservative Party of Canada	Parti conservateur du Canada	Labelle	Gerry		(705) 222-2722	17-Sep-2008	03:45:00
35088	Sudbury	Sudbury	Liberal Party of Canada	Parti libéral du Canada	Marleau	Diane			12-Sep-2008	12:55:00
35088	Sudbury	Sudbury	First Peoples National Party of Canada	First Peoples National Party of Canada	Morin	Will			16-Sep-2008	11:11:00
35088	Sudbury	Sudbury	Independent	Indépendant	Popescu	J. David		(705) 688-1302	19-Sep-2008	10:51:00
35088	Sudbury	Sudbury	New Democratic Party	Nouveau Parti démocratique	Thibeault	Glenn		(705) 669-1110	16-Sep-2008	10:35:00
35089	Thornhill	Thornhill	Liberal Party of Canada	Parti libéral du Canada	Kadis	Susan		(905) 731-4462	17-Sep-2008	05:54:00
35089	Thornhill	Thornhill	Conservative Party of Canada	Parti conservateur du Canada	Kent	Peter		(905) 763-8935	11-Sep-2008	03:51:00
35089	Thornhill	Thornhill	Green Party of Canada	Le Parti Vert du Canada	Koehl	Norbert		(416) 606-4189	11-Sep-2008	08:43:00
35089	Thornhill	Thornhill	New Democratic Party	Nouveau Parti démocratique	Strelchik	Simon		(905) 764-6445	15-Sep-2008	07:30:00
35090	Thunder Bay--Rainy River	Thunder Bay--Rainy River	Green Party of Canada	Le Parti Vert du Canada	Aegard	Russ		(807) 475-8310	21-Sep-2008	02:45:00
35090	Thunder Bay--Rainy River	Thunder Bay--Rainy River	Liberal Party of Canada	Parti libéral du Canada	Boshcoff	Ken		(807) 623-5121	12-Sep-2008	11:00:00
35090	Thunder Bay--Rainy River	Thunder Bay--Rainy River	Conservative Party of Canada	Parti conservateur du Canada	Neumann	Richard		(807) 476-0458	12-Sep-2008	11:25:00
35090	Thunder Bay--Rainy River	Thunder Bay--Rainy River	New Democratic Party	Nouveau Parti démocratique	Rafferty	John		(807) 623-2001	10-Sep-2008	04:15:00
35091	Thunder Bay--Superior North	Thunder Bay--Superior-Nord	Marijuana Party	Parti Marijuana	Carrière	Denis Andrew		(807) 824-3144	17-Sep-2008	07:05:00
35091	Thunder Bay--Superior North	Thunder Bay--Superior-Nord	Green Party of Canada	Le Parti Vert du Canada	Hughes	Brendan Daniel		(807) 767-5276	19-Sep-2008	12:00:00
35091	Thunder Bay--Superior North	Thunder Bay--Superior-Nord	New Democratic Party	Nouveau Parti démocratique	Hyer	Bruce		(807) 344-0707	11-Sep-2008	09:45:00
35091	Thunder Bay--Superior North	Thunder Bay--Superior-Nord	Liberal Party of Canada	Parti libéral du Canada	McArthur	Don		(807) 476-0432	14-Sep-2008	04:00:00
35091	Thunder Bay--Superior North	Thunder Bay--Superior-Nord	Conservative Party of Canada	Parti conservateur du Canada	Sarafin	Bev		(807) 285-6162	11-Sep-2008	11:25:00
35092	Timmins--James Bay	Timmins--Baie James	New Democratic Party	Nouveau Parti démocratique	Angus	Charlie			12-Sep-2008	12:09:00
35092	Timmins--James Bay	Timmins--Baie James	Conservative Party of Canada	Parti conservateur du Canada	Greenberg	Bill		(705) 360-4104	18-Sep-2008	07:28:00
35092	Timmins--James Bay	Timmins--Baie James	Liberal Party of Canada	Parti libéral du Canada	Taillefer	Paul		(705) 268-2324	19-Sep-2008	03:40:00
35092	Timmins--James Bay	Timmins--Baie James	Green Party of Canada	Le Parti Vert du Canada	Verner	Larry		(705) 336-2191	22-Sep-2008	10:45:00
35093	Toronto Centre	Toronto-Centre	Communist Party of Canada	Parti communiste du Canada	Boyden	Johan		(416) 964-3894	16-Sep-2008	04:02:00
35093	Toronto Centre	Toronto-Centre	Independent	Indépendant	Derome	Gerald		(416) 364-4344	22-Sep-2008	01:32:00
35093	Toronto Centre	Toronto-Centre	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Fernandez	Philip		(416) 253-4475	18-Sep-2008	08:41:00
35093	Toronto Centre	Toronto-Centre	Conservative Party of Canada	Parti conservateur du Canada	Gentili	David Peter			22-Sep-2008	01:35:00
35093	Toronto Centre	Toronto-Centre	New Democratic Party	Nouveau Parti démocratique	Khaki	El- Farouk		(416) 657-2531	19-Sep-2008	02:18:00
35093	Toronto Centre	Toronto-Centre	Green Party of Canada	Le Parti Vert du Canada	Michelson	Ellen		(416) 703-3827	15-Sep-2008	02:32:00
35093	Toronto Centre	Toronto-Centre	Liberal Party of Canada	Parti libéral du Canada	Rae	Bob		(416) 922-0401	16-Sep-2008	06:15:00
35093	Toronto Centre	Toronto-Centre	Animal Alliance Environment Voters Party of Canada	Animal Alliance Environment Voters Party of Canada	White	Liz		(416) 462-9541	13-Sep-2008	02:12:00
35094	Toronto--Danforth	Toronto--Danforth	Animal Alliance Environment Voters Party of Canada	Animal Alliance Environment Voters Party of Canada	Crawford	Marie		(416) 462-9541	17-Sep-2008	01:15:00
35094	Toronto--Danforth	Toronto--Danforth	Green Party of Canada	Le Parti Vert du Canada	Howarth	Sharon		(416) 273-8245	13-Sep-2008	04:15:00
35094	Toronto--Danforth	Toronto--Danforth	Liberal Party of Canada	Parti libéral du Canada	Lang	Andrew		(416) 463-8378	18-Sep-2008	07:00:00
35094	Toronto--Danforth	Toronto--Danforth	New Democratic Party	Nouveau Parti démocratique	Layton	Jack		(416) 463-1666	18-Sep-2008	05:30:00
35094	Toronto--Danforth	Toronto--Danforth	Conservative Party of Canada	Parti conservateur du Canada	Perreault	Christina			18-Sep-2008	06:00:00
35094	Toronto--Danforth	Toronto--Danforth	Independent	Indépendant	Richardson	John		(647) 728-4463	22-Sep-2008	06:30:00
35094	Toronto--Danforth	Toronto--Danforth	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Rodden	Marcell		(416) 253-4475	20-Sep-2008	04:00:00
35094	Toronto--Danforth	Toronto--Danforth	Canadian Action Party	Parti action canadienne	Yazdanfar	Bahman		(416) 925-8858	22-Sep-2008	03:30:00
35095	Trinity--Spadina	Trinity--Spadina	Independent	Indépendant	Almeida	Carlos Santos		(416) 246-8702	19-Sep-2008	08:30:00
35095	Trinity--Spadina	Trinity--Spadina	Libertarian Party of Canada	Parti Libertarien du Canada	Brown	Chester		(416) 214-1550	19-Sep-2008	09:45:00
35095	Trinity--Spadina	Trinity--Spadina	New Democratic Party	Nouveau Parti démocratique	Chow	Olivia		(416) 201-0033	16-Sep-2008	01:00:00
35095	Trinity--Spadina	Trinity--Spadina	Independent	Indépendant	Illie	Val		(416) 939-5960	23-Sep-2008	08:50:00
35095	Trinity--Spadina	Trinity--Spadina	Liberal Party of Canada	Parti libéral du Canada	Innes	Christine		(416) 591-8669	16-Sep-2008	08:00:00
35095	Trinity--Spadina	Trinity--Spadina	Green Party of Canada	Le Parti Vert du Canada	La Frenie	Stephen			17-Sep-2008	04:30:00
35095	Trinity--Spadina	Trinity--Spadina	Conservative Party of Canada	Parti conservateur du Canada	McGirr	Christine		(416) 535-7342	19-Sep-2008	09:15:00
35096	Vaughan	Vaughan	Liberal Party of Canada	Parti libéral du Canada	Bevilacqua	Maurizio			11-Sep-2008	04:00:00
35096	Vaughan	Vaughan	Conservative Party of Canada	Parti conservateur du Canada	Lorello	Richard		(905) 265-1912	12-Sep-2008	02:00:00
35096	Vaughan	Vaughan	Green Party of Canada	Le Parti Vert du Canada	Visentin	Adrian		(905) 850-7367	15-Sep-2008	05:11:00
35096	Vaughan	Vaughan	New Democratic Party	Nouveau Parti démocratique	Wilkin	Vicky		(905) 762-1523	19-Sep-2008	02:30:00
35097	Welland	Welland	New Democratic Party	Nouveau Parti démocratique	Allen	Malcolm		(905) 735-5138	12-Sep-2008	12:11:00
35097	Welland	Welland	Independent	Indépendant	Di Bartolomeo	Jody		(905) 327-4765	22-Sep-2008	12:23:00
35097	Welland	Welland	Conservative Party of Canada	Parti conservateur du Canada	Kiers	Alf		(905) 735-6565	13-Sep-2008	10:50:00
35097	Welland	Welland	Liberal Party of Canada	Parti libéral du Canada	Maloney	John		(905) 714-0007	12-Sep-2008	10:45:00
35097	Welland	Welland	Green Party of Canada	Le Parti Vert du Canada	Mooradian	Jennifer		(905) 935-8074	22-Sep-2008	11:40:00
35097	Welland	Welland	Marxist-Leninist Party of Canada	Parti Marxiste-Léniniste du Canada	Walker	Ron		(416) 253-4475	20-Sep-2008	08:14:00
35098	Wellington--Halton Hills	Wellington--Halton Hills	Green Party of Canada	Le Parti Vert du Canada	Bouteiller	Brent		(519) 787-3232	19-Sep-2008	04:08:00
35098	Wellington--Halton Hills	Wellington--Halton Hills	Liberal Party of Canada	Parti libéral du Canada	Bowser	Bruce		(905) 702-1281	17-Sep-2008	04:30:00
35098	Wellington--Halton Hills	Wellington--Halton Hills	Conservative Party of Canada	Parti conservateur du Canada	Chong	Michael		1 800 837-7075	15-Sep-2008	07:45:00
35098	Wellington--Halton Hills	Wellington--Halton Hills	New Democratic Party	Nouveau Parti démocratique	Duignan	Noel		(519) 843-6299	20-Sep-2008	12:50:00
35098	Wellington--Halton Hills	Wellington--Halton Hills	Christian Heritage Party of Canada	Parti de l'Héritage Chrétien du Canada	Streutker	Jeffrey		1 877 874-1148	20-Sep-2008	04:05:00
