Electoral District Number / No. de circonscription	Electoral District Name	Nom de la circonscription	Political Affiliation	Appartenance politique	Candidate's Family Name / Nom de famille du candidat	Candidate's First Name / Prénom du candidat	Candidate's Initial / Initiale du candidat	Confirmation Date / Date de confirmation
59002	Burnaby--Douglas	Burnaby--Douglas	N.D.P.	N.P.D.	Siksay	Bill		5/6/04 19:30
59002	Burnaby--Douglas	Burnaby--Douglas	Green Party	Parti Vert	Hunsdale	Shawn		7/6/04 12:00
59002	Burnaby--Douglas	Burnaby--Douglas	Libertarian	Libertarien	Desaulniers	Adam		7/6/04 18:42
59002	Burnaby--Douglas	Burnaby--Douglas	Conservative	conservateur	Drazenovic	George		31/05/2004 05:05:00
59002	Burnaby--Douglas	Burnaby--Douglas	Independent	Indépendant	Cerminara	Frank		5/6/04 13:05
59002	Burnaby--Douglas	Burnaby--Douglas	Communist	Communiste	Gidora	Hanne		5/6/04 19:30
59003	Burnaby--New Westminster	Burnaby--New Westminster	Liberal	Libéral	Pynenburg	Mary		27/05/2004 17:25:00
59003	Burnaby--New Westminster	Burnaby--New Westminster	Green Party	Parti Vert	Kunz	Revel		2/6/04 19:50
59003	Burnaby--New Westminster	Burnaby--New Westminster	Conservative	conservateur	Redmond	Mike		1/6/04 20:40
59003	Burnaby--New Westminster	Burnaby--New Westminster	Canadian Action	Action canadienne	Green	Dana		7/6/04 14:38
59003	Burnaby--New Westminster	Burnaby--New Westminster	Communist	Communiste	Horváth	Péter Pál		4/6/04 16:52
59003	Burnaby--New Westminster	Burnaby--New Westminster	N.D.P.	N.P.D.	Julian	Peter		31/05/2004 19:20:00
59004	Cariboo--Prince George	Cariboo--Prince George	Liberal	Libéral	Saini	Gurbux		28/05/2004 17:00:00
59004	Cariboo--Prince George	Cariboo--Prince George	N.D.P.	N.P.D.	Smith	Rick		3/6/04 17:45
59004	Cariboo--Prince George	Cariboo--Prince George	Green Party	Parti Vert	Gook	Douglas		3/6/04 17:30
59004	Cariboo--Prince George	Cariboo--Prince George	Independent	Indépendant	Orr 	Mike		3/6/04 11:20
59004	Cariboo--Prince George	Cariboo--Prince George	Canadian Action	Action canadienne	Collins	Bev		4/6/04 17:55
59004	Cariboo--Prince George	Cariboo--Prince George	Libertarian	Libertarien	Paetkau	Jeff		9/6/04 10:00
59004	Cariboo--Prince George	Cariboo--Prince George	Conservative	conservateur	Harris	Dick		28/05/2004 17:45:00
59004	Cariboo--Prince George	Cariboo--Prince George	Marxist-Leninist	Marxiste-Léniniste	Chapman	Carol	Lee	31/05/2004 18:55:00
59005	Chilliwack--Fraser Canyon	Chilliwack--Fraser Canyon	Liberal	Libéral	Besner	Bob		31/05/2004 10:00:00
59005	Chilliwack--Fraser Canyon	Chilliwack--Fraser Canyon	N.D.P.	N.P.D.	Keith	Rollie	L.	30/05/2004 12:30:00
59005	Chilliwack--Fraser Canyon	Chilliwack--Fraser Canyon	Christian Heritage Party	Parti de l'Héritage Chrétien	Gray	Ron		29/05/2004 14:00:00
59005	Chilliwack--Fraser Canyon	Chilliwack--Fraser Canyon	Conservative	conservateur	Strahl	Chuck		28/05/2004 20:15:00
59005	Chilliwack--Fraser Canyon	Chilliwack--Fraser Canyon	Marijuana Party	Parti Marijuana	Siefken	Norm		4/6/04 12:15
59005	Chilliwack--Fraser Canyon	Chilliwack--Fraser Canyon	Marxist-Leninist	Marxiste-Léniniste	O'Donnell	Dorothy-Jean		8/6/04 11:00
59005	Chilliwack--Fraser Canyon	Chilliwack--Fraser Canyon	Green Party	Parti Vert	Coghlan	Aisha		4/6/04 14:45
59006	Delta--Richmond East	Delta--Richmond-Est	Liberal	Libéral	Leonhardt	Shelley		31/05/2004 14:42:00
59006	Delta--Richmond East	Delta--Richmond-Est	Conservative	conservateur	Cummins	John		27/05/2004 20:00:00
59006	Delta--Richmond East	Delta--Richmond-Est	Green Party	Parti Vert	Miller	Dana	L.	28/05/2004 14:30:00
59006	Delta--Richmond East	Delta--Richmond-Est	N.D.P.	N.P.D.	Syed	Itrath		2/6/04 15:34
59007	Dewdney--Alouette	Dewdney--Alouette	Liberal	Libéral	Juneau	Blanche		2/6/04 20:50
59007	Dewdney--Alouette	Dewdney--Alouette	N.D.P.	N.P.D.	Bocking	Mike		1/6/04 16:05
59007	Dewdney--Alouette	Dewdney--Alouette	Green Party	Parti Vert	Meyer	Tammy Lea		6/6/04 14:30
59007	Dewdney--Alouette	Dewdney--Alouette	No Affiliation	Aucune appartenance	Etches	Scott		7/6/04 10:45
59007	Dewdney--Alouette	Dewdney--Alouette	Conservative	conservateur	Kamp	Randy		29/05/2004 12:30:00
59008	Esquimalt--Juan de Fuca	Esquimalt--Juan de Fuca	Liberal	Libéral	Martin	Keith		4/6/04 15:40
59008	Esquimalt--Juan de Fuca	Esquimalt--Juan de Fuca	N.D.P.	N.P.D.	Garrison	Randall		2/6/04 14:25
59008	Esquimalt--Juan de Fuca	Esquimalt--Juan de Fuca	Independent	Indépendant	Fisher-Bradley	Jen		5/6/04 10:00
59008	Esquimalt--Juan de Fuca	Esquimalt--Juan de Fuca	Conservative	conservateur	Koury	John		4/6/04 8:20
59008	Esquimalt--Juan de Fuca	Esquimalt--Juan de Fuca	Canadian Action	Action canadienne	Giles	Shawn  W.		5/6/04 13:35
59008	Esquimalt--Juan de Fuca	Esquimalt--Juan de Fuca	Green Party	Parti Vert	Sterk	Jane		28/05/2004 08:30:00
59009	Fleetwood--Port Kells	Fleetwood--Port Kells	Liberal	Libéral	Cheema	Gulzar		1/6/04 12:00
59009	Fleetwood--Port Kells	Fleetwood--Port Kells	Conservative	conservateur	Grewal	Nina		1/6/04 12:00
59009	Fleetwood--Port Kells	Fleetwood--Port Kells	Marxist-Leninist	Marxiste-Léniniste	Theriault	Joseph		8/6/04 9:00
59009	Fleetwood--Port Kells	Fleetwood--Port Kells	Green Party	Parti Vert	Walters	David		5/6/04 9:00
59009	Fleetwood--Port Kells	Fleetwood--Port Kells	N.D.P.	N.P.D.	Bell	Barry		1/6/04 14:30
59010	Kamloops--Thompson	Kamloops--Thompson	Liberal	Libéral	O'Fee	John		29/05/2004 16:05:00
59010	Kamloops--Thompson	Kamloops--Thompson	N.D.P.	N.P.D.	Carroll	Brian		3/6/04 10:20
59010	Kamloops--Thompson	Kamloops--Thompson	Independent	Indépendant	Singh	Arjun		4/6/04 17:50
59010	Kamloops--Thompson	Kamloops--Thompson	Conservative	conservateur	Hinton	Betty		29/05/2004 16:00:00
59010	Kamloops--Thompson	Kamloops--Thompson	Green Party	Parti Vert	Fraser	Grant		2/6/04 15:31
59011	Kelowna	Kelowna	Liberal	Libéral	Nielsen	Vern		30/05/2004 01:55:00
59011	Kelowna	Kelowna	N.D.P.	N.P.D.	Grass	Starleigh		31/05/2004 22:00:00
59011	Kelowna	Kelowna	Marijuana Party	Parti Marijuana	Plourde	Huguette		2/6/04 10:15
59011	Kelowna	Kelowna	Conservative	conservateur	Schmidt	Werner		31/05/2004 16:55:00
59011	Kelowna	Kelowna	Canadian Action	Action canadienne	Cassidyne-Hook	Michael		31/05/2004 20:00:00
59011	Kelowna	Kelowna	Green Party	Parti Vert	Ade	Kevin		30/05/2004 13:59:00
59012	Kootenay--Columbia	Kootenay--Columbia	Liberal	Libéral	Priest	Ross		1/6/04 20:45
59012	Kootenay--Columbia	Kootenay--Columbia	Conservative	conservateur	Abbott	Jim		28/05/2004 19:40:00
59012	Kootenay--Columbia	Kootenay--Columbia	Green Party	Parti Vert	Gustafson	Carmen		29/05/2004 16:20:00
59012	Kootenay--Columbia	Kootenay--Columbia	N.D.P.	N.P.D.	Bush	Brent		1/6/04 18:40
59013	Langley	Langley	Liberal	Libéral	Richter	Kim		4/6/04 10:15
59013	Langley	Langley	N.D.P.	N.P.D.	Morrison	Dean		1/6/04 15:30
59013	Langley	Langley	Conservative	conservateur	Warawa	Mark		28/05/2004 13:30:00
59013	Langley	Langley	Independent	Indépendant	Kositsky	Mel		7/6/04 15:40
59013	Langley	Langley	Green Party	Parti Vert	Meyer	Patrick		7/6/04 19:00
59014	Nanaimo--Alberni	Nanaimo--Alberni	Liberal	Libéral	Chopra	Hira		30/05/2004 16:20:00
59014	Nanaimo--Alberni	Nanaimo--Alberni	Canadian Action	Action canadienne	Lifton	Diana	E.	30/05/2004 16:30:00
59014	Nanaimo--Alberni	Nanaimo--Alberni	Marxist-Leninist	Marxiste-Léniniste	Biley	Barbara		2/6/04 11:00
59014	Nanaimo--Alberni	Nanaimo--Alberni	Conservative	conservateur	Lunney	James	D	27/05/2004 16:30:00
59014	Nanaimo--Alberni	Nanaimo--Alberni	Marijuana Party	Parti Marijuana	Mann	Michael		2/6/04 16:30
59014	Nanaimo--Alberni	Nanaimo--Alberni	Green Party	Parti Vert	Wright	David		4/6/04 17:15
59014	Nanaimo--Alberni	Nanaimo--Alberni	N.D.P.	N.P.D.	Fraser	Scott		31/05/2004 14:45:00
59015	Nanaimo--Cowichan	Nanaimo--Cowichan	Liberal	Libéral	Macilquham	Lloyd		6/6/04 8:56
59015	Nanaimo--Cowichan	Nanaimo--Cowichan	Conservative	conservateur	Quist	Dave		28/05/2004 13:59:00
59015	Nanaimo--Cowichan	Nanaimo--Cowichan	Independent	Indépendant	Brunie	Brunie		2/6/04 13:52
59015	Nanaimo--Cowichan	Nanaimo--Cowichan	Canadian Action	Action canadienne	Warr	Jeffrey	Ian	2/6/04 15:00
59015	Nanaimo--Cowichan	Nanaimo--Cowichan	Green Party	Parti Vert	Henn	Harold		2/6/04 15:55
59015	Nanaimo--Cowichan	Nanaimo--Cowichan	N.D.P.	N.P.D.	Crowder	Jean		3/6/04 14:47
59016	Newton--North Delta	Newton--Delta-Nord	Liberal	Libéral	Dhaliwal	Sukh		1/6/04 17:30
59016	Newton--North Delta	Newton--Delta-Nord	Conservative	conservateur	Grewal	Gurmant		1/6/04 17:30
59016	Newton--North Delta	Newton--Delta-Nord	Communist	Communiste	Rizvi	Nazir		5/6/04 16:20
59016	Newton--North Delta	Newton--Delta-Nord	Green Party	Parti Vert	Hague	John		5/6/04 14:40
59016	Newton--North Delta	Newton--Delta-Nord	N.D.P.	N.P.D.	Clegg	Nancy		1/6/04 17:30
59017	New Westminster--Coquitlam	New Westminster--Coquitlam	Liberal	Libéral	Haggard	Dave		5/6/04 10:45
59017	New Westminster--Coquitlam	New Westminster--Coquitlam	Conservative	conservateur	Forseth	Paul		28/05/2004 21:15:00
59017	New Westminster--Coquitlam	New Westminster--Coquitlam	Christian Heritage Party	Parti de l'Héritage Chrétien	Hummelman	Jack		1/6/04 17:30
59017	New Westminster--Coquitlam	New Westminster--Coquitlam	N.D.P.	N.P.D.	McClurg	Steve		2/6/04 16:15
59017	New Westminster--Coquitlam	New Westminster--Coquitlam	Green Party	Parti Vert	Travers	Carli		5/6/04 18:01
59018	North Okanagan--Shuswap	Okanagan-Nord--Shuswap	Liberal	Libéral	Hansma	Will		28/05/2004 19:30:00
59018	North Okanagan--Shuswap	Okanagan-Nord--Shuswap	Canadian Action	Action canadienne	Foss	Claire	A.	2/6/04 2:15
59018	North Okanagan--Shuswap	Okanagan-Nord--Shuswap	Conservative	conservateur	Stinson	Darrel		31/05/2004 14:00:00
59018	North Okanagan--Shuswap	Okanagan-Nord--Shuswap	Marijuana Party	Parti Marijuana	Longley	Blair	T.	31/05/2004 20:00:00
59018	North Okanagan--Shuswap	Okanagan-Nord--Shuswap	No Affiliation	Aucune appartenance	Campbell	Gordon		3/6/04 16:00
59018	North Okanagan--Shuswap	Okanagan-Nord--Shuswap	No Affiliation	Aucune appartenance	Daniels	K.	No.	28/05/2004 19:30:00
59018	North Okanagan--Shuswap	Okanagan-Nord--Shuswap	Green Party	Parti Vert	Nelson	Erin		31/05/2004 18:00:00
59018	North Okanagan--Shuswap	Okanagan-Nord--Shuswap	N.D.P.	N.P.D.	Brown	Alice		1/6/04 12:15
59019	North Vancouver	North Vancouver	Liberal	Libéral	Bell	Don	H.	4/6/04 14:05
59019	North Vancouver	North Vancouver	Canadian Action	Action canadienne	Barker	Andres	Esteban	7/6/04 14:30
59019	North Vancouver	North Vancouver	Marxist-Leninist	Marxiste-Léniniste	Hill	Michael		4/6/04 16:25
59019	North Vancouver	North Vancouver	Conservative	conservateur	White	Ted		30/05/2004 12:15:00
59019	North Vancouver	North Vancouver	Green Party	Parti Vert	Stortz	Peggy		3/6/04 11:10
59019	North Vancouver	North Vancouver	N.D.P.	N.P.D.	Nelson	John		3/6/04 11:30
59020	Okanagan--Coquihalla	Okanagan--Coquihalla	Liberal	Libéral	Sutton	Vanessa		30/04/2004 15:30:00
59020	Okanagan--Coquihalla	Okanagan--Coquihalla	Conservative	conservateur	Day	Stockwell		29/05/2004 16:10:00
59020	Okanagan--Coquihalla	Okanagan--Coquihalla	Marijuana Party	Parti Marijuana	Peach	Jack William		7/6/04 8:45
59020	Okanagan--Coquihalla	Okanagan--Coquihalla	Canadian Action	Action canadienne	Haver	Lelannd		7/6/04 9:00
59020	Okanagan--Coquihalla	Okanagan--Coquihalla	Green Party	Parti Vert	Naegel	Harry		4/6/04 13:15
59020	Okanagan--Coquihalla	Okanagan--Coquihalla	N.D.P.	N.P.D.	Procure	Joyce		4/6/04 9:15
59021	Port Moody--Westwood--Port Coquitlam	Port Moody--Westwood--Port Coquitlam	Liberal	Libéral	Peck	Kwangyul		28/05/2004 22:18:00
59021	Port Moody--Westwood--Port Coquitlam	Port Moody--Westwood--Port Coquitlam	Libertarian	Libertarien	Dahlby	Lewis		8/6/04 10:24
59021	Port Moody--Westwood--Port Coquitlam	Port Moody--Westwood--Port Coquitlam	Canadian Action	Action canadienne	Goff	Pat		5/6/04 11:22
59021	Port Moody--Westwood--Port Coquitlam	Port Moody--Westwood--Port Coquitlam	Communist	Communiste	Gidora	George		1/6/04 14:09
59021	Port Moody--Westwood--Port Coquitlam	Port Moody--Westwood--Port Coquitlam	Conservative	conservateur	Moore	James		29/05/2004 19:07:00
59021	Port Moody--Westwood--Port Coquitlam	Port Moody--Westwood--Port Coquitlam	N.D.P.	N.P.D.	King	Charley		4/6/04 15:14
59021	Port Moody--Westwood--Port Coquitlam	Port Moody--Westwood--Port Coquitlam	Green Party	Parti Vert	Voigt	Richard		4/6/04 16:38
59022	Prince George--Peace River	Prince George--Peace River	Liberal	Libéral	Thorpe	Arleene		29/05/2004 13:10:00
59022	Prince George--Peace River	Prince George--Peace River	Conservative	conservateur	Hill	Jay		29/05/2004 12:05:00
59022	Prince George--Peace River	Prince George--Peace River	Marxist-Leninist	Marxiste-Léniniste	Rimstad	Tara		5/6/04 15:45
59022	Prince George--Peace River	Prince George--Peace River	Green Party	Parti Vert	Crowley	Hilary		2/6/04 16:00
59022	Prince George--Peace River	Prince George--Peace River	N.D.P.	N.P.D.	Hunter	Michael		4/6/04 17:30
59022	Prince George--Peace River	Prince George--Peace River	Canadian Action	Action canadienne	Harasym	Harley	J.	3/6/04 19:47
59023	Richmond	Richmond	Liberal	Libéral	Chan	Raymond		31/05/2004 18:15:00
59023	Richmond	Richmond	Green Party	Parti Vert	Kronstein	Stephen	H.F.	1/5/04 18:00
59023	Richmond	Richmond	Canadian Action	Action canadienne	Warnke	Allan		7/6/04 14:20
59023	Richmond	Richmond	Conservative	conservateur	Wong	Alice		26/05/2004 18:00:00
59023	Richmond	Richmond	N.D.P.	N.P.D.	Jackaman	Dale		5/6/04 17:00
59024	Saanich--Gulf Islands	Saanich--Gulf Islands	Liberal	Libéral	Mulroney	David		30/05/2004 12:00:00
59024	Saanich--Gulf Islands	Saanich--Gulf Islands	Conservative	conservateur	Lunn	Gary		28/05/2004 15:00:00
59024	Saanich--Gulf Islands	Saanich--Gulf Islands	Independent	Indépendant	Moreau	Mary		8/6/04 9:00
59024	Saanich--Gulf Islands	Saanich--Gulf Islands	Green Party	Parti Vert	Lewis	Andrew		28/05/2004 12:00:00
59024	Saanich--Gulf Islands	Saanich--Gulf Islands	N.D.P.	N.P.D.	Burgis	Jennifer		4/6/04 14:10
59025	Skeena--Bulkley Valley	Skeena--Bulkley Valley	Liberal	Libéral	Richardson	Miles		2/6/04 13:12
59025	Skeena--Bulkley Valley	Skeena--Bulkley Valley	Conservative	conservateur	Burton	Andy		2/6/04 12:55
59025	Skeena--Bulkley Valley	Skeena--Bulkley Valley	Christian Heritage Party	Parti de l'Héritage Chrétien	Taylor	Rod		30/05/2004 17:20:00
59025	Skeena--Bulkley Valley	Skeena--Bulkley Valley	Marxist-Leninist	Marxiste-Léniniste	Martin	Frank		8/6/04 14:25
59025	Skeena--Bulkley Valley	Skeena--Bulkley Valley	N.D.P.	N.P.D.	Cullen	Nathan		4/6/04 9:00
59025	Skeena--Bulkley Valley	Skeena--Bulkley Valley	Green Party	Parti Vert	Benham	Roger Colin		7/6/04 8:50
59026	Southern Interior	Southern Interior	Liberal	Libéral	Stanley	Doug		31/05/2004 15:00:00
59026	Southern Interior	Southern Interior	Canadian Action	Action canadienne	Paynter	Farlie		7/6/04 17:00
59026	Southern Interior	Southern Interior	Conservative	conservateur	Gouk	Jim		2/6/04 11:00
59026	Southern Interior	Southern Interior	Marijuana Party	Parti Marijuana	Cyr	Karine		5/6/04 16:00
59026	Southern Interior	Southern Interior	Independent	Indépendant	Schuster	Robert		27/05/2004 11:00:00
59026	Southern Interior	Southern Interior	Marxist-Leninist	Marxiste-Léniniste	Sproule	Brian		1/6/04 17:00
59026	Southern Interior	Southern Interior	N.D.P.	N.P.D.	Atamanenko	Alex		1/6/04 18:00
59026	Southern Interior	Southern Interior	Green Party	Parti Vert	Leyland	Scott		27/05/2004 10:00:00
59027	South Surrey--White Rock--Cloverdale	Surrey-Sud--White Rock--Cloverdale	Liberal	Libéral	Higginbotham	Judy		1/6/04 15:00
59027	South Surrey--White Rock--Cloverdale	Surrey-Sud--White Rock--Cloverdale	Canadian Action	Action canadienne	Taylor	Pat		7/6/04 16:30
59027	South Surrey--White Rock--Cloverdale	Surrey-Sud--White Rock--Cloverdale	Green Party	Parti Vert	De La Pena	Romeo		4/6/04 20:10
59027	South Surrey--White Rock--Cloverdale	Surrey-Sud--White Rock--Cloverdale	Conservative	conservateur	Hiebert	Russ		28/05/2004 14:00:00
59027	South Surrey--White Rock--Cloverdale	Surrey-Sud--White Rock--Cloverdale	N.D.P.	N.P.D.	Kaur	H.	Pummy	2/6/04 13:00
59028	Surrey North	Surrey-Nord	Liberal	Libéral	Sheel	Dan		2/6/04 16:00
59028	Surrey North	Surrey-Nord	Conservative	conservateur	Cheema	Jasbir Singh		31/05/2004 15:00:00
59028	Surrey North	Surrey-Nord	Christian Heritage Party	Parti de l'Héritage Chrétien	Herwig	Gerhard		25/05/2004 13:00:00
59028	Surrey North	Surrey-Nord	No Affiliation	Aucune appartenance	Cadman	Chuck		31/05/2004 15:00:00
59028	Surrey North	Surrey-Nord	Canadian Action	Action canadienne	Whyte	Roy	Tyler	7/6/04 10:00
59028	Surrey North	Surrey-Nord	Communist	Communiste	Holmes	Joyce		4/6/04 20:00
59028	Surrey North	Surrey-Nord	Green Party	Parti Vert	Athwal	Sunny		6/6/04 13:00
59028	Surrey North	Surrey-Nord	N.D.P.	N.P.D.	Karpoff	Jim		2/6/04 12:05
59029	Vancouver Centre	Vancouver-Centre	Liberal	Libéral	Fry	Hedy		28/05/2004 14:48:00
59029	Vancouver Centre	Vancouver-Centre	Communist	Communiste	Cariou	Kimball		2/6/04 20:50
59029	Vancouver Centre	Vancouver-Centre	N.D.P.	N.P.D.	Stewart	Kennedy		1/6/04 12:10
59029	Vancouver Centre	Vancouver-Centre	Green Party	Parti Vert	Mattu	Robbie		6/6/04 18:30
59029	Vancouver Centre	Vancouver-Centre	Canadian Action	Action canadienne	Frei	Alexander		6/6/04 16:30
59029	Vancouver Centre	Vancouver-Centre	Libertarian	Libertarien	Clarke	John		7/6/04 10:30
59029	Vancouver Centre	Vancouver-Centre	Conservative	conservateur	Mitchell	Gary		4/6/04 18:30
59029	Vancouver Centre	Vancouver-Centre	Christian Heritage Party	Parti de l'Héritage Chrétien	Pal	Joe		26/05/2004 20:45:00
59030	Vancouver East	Vancouver-Est	Liberal	Libéral	Chan	Shirley		4/6/04 16:00
59030	Vancouver East	Vancouver-Est	Green Party	Parti Vert	Plowright	Ron		2/6/04 18:00
59030	Vancouver East	Vancouver-Est	No Affiliation	Aucune appartenance	Lesosky	Louis	James	7/6/04 12:30
59030	Vancouver East	Vancouver-Est	N.D.P.	N.P.D.	Davies	Libby		2/6/04 18:00
59030	Vancouver East	Vancouver-Est	Christian Heritage Party	Parti de l'Héritage Chrétien	Kieler	Gloria	Anne	8/6/04 13:55
59030	Vancouver East	Vancouver-Est	Conservative	conservateur	Grigg	Harvey		3/6/04 19:00
59030	Vancouver East	Vancouver-Est	Marijuana Party	Parti Marijuana	Boyer	Marc		6/6/04 16:30
59031	Vancouver Island North	Île de Vancouver-Nord	Liberal	Libéral	Ahmed 	Noor		28/05/2004 09:00:00
59031	Vancouver Island North	Île de Vancouver-Nord	Marxist-Leninist	Marxiste-Léniniste	East	Jack		3/6/04 15:05
59031	Vancouver Island North	Île de Vancouver-Nord	Conservative	conservateur	Duncan	John		28/05/2004 18:00:00
59031	Vancouver Island North	Île de Vancouver-Nord	Green Party	Parti Vert	Munroe	Pam		28/05/2004 18:25:00
59031	Vancouver Island North	Île de Vancouver-Nord	N.D.P.	N.P.D.	Bell	Catherine		29/05/2004 14:50:00
59032	Vancouver Kingsway	Vancouver Kingsway	Liberal	Libéral	Emerson	David		29/05/2004 10:00:00
59032	Vancouver Kingsway	Vancouver Kingsway	Conservative	conservateur	Johl	Jesse		3/6/04 22:00
59032	Vancouver Kingsway	Vancouver Kingsway	No Affiliation	Aucune appartenance	Kwan	Jeannie		7/6/04 16:29
59032	Vancouver Kingsway	Vancouver Kingsway	Canadian Action	Action canadienne	Rempel	Jacob		3/6/04 16:00
59032	Vancouver Kingsway	Vancouver Kingsway	Communist	Communiste	Mann	Jason		6/6/04 17:00
59032	Vancouver Kingsway	Vancouver Kingsway	Marxist-Leninist	Marxiste-Léniniste	Petersen	Donna		4/6/04 15:00
59032	Vancouver Kingsway	Vancouver Kingsway	Green Party	Parti Vert	Mann	Tracey  Jastinder		4/6/04 20:00
59032	Vancouver Kingsway	Vancouver Kingsway	N.D.P.	N.P.D.	Waddell	Ian		5/6/04 13:56
59033	Vancouver Quadra	Vancouver Quadra	Liberal	Libéral	Owen	Stephen		27/05/2004 20:00:00
59033	Vancouver Quadra	Vancouver Quadra	Marxist-Leninist	Marxiste-Léniniste	Young	Donovan		3/6/04 11:15
59033	Vancouver Quadra	Vancouver Quadra	Green Party	Parti Vert	Warkentin	Doug		28/05/2004 22:45:00
59033	Vancouver Quadra	Vancouver Quadra	Conservative	conservateur	Rogers	Stephen		1/6/04 12:35
59033	Vancouver Quadra	Vancouver Quadra	Libertarian	Libertarien	Chowne	Katrina		8/6/04 12:45
59033	Vancouver Quadra	Vancouver Quadra	Canadian Action	Action canadienne	Fogal	Connie		2/6/04 22:53
59033	Vancouver Quadra	Vancouver Quadra	N.D.P.	N.P.D.	Askew	David		30/05/2004 14:50:00
59034	Vancouver South	Vancouver-Sud	Liberal	Libéral	Dosanjh	Ujjal		28/05/2004 10:40:00
59034	Vancouver South	Vancouver-Sud	Conservative	conservateur	Soo Chan	Victor		4/6/04 21:10
59034	Vancouver South	Vancouver-Sud	Christian Heritage Party	Parti de l'Héritage Chrétien	Wagner	Frank		2/6/04 22:10
59034	Vancouver South	Vancouver-Sud	No Affiliation	Aucune appartenance	Sandhu	H.		7/6/04 14:25
59034	Vancouver South	Vancouver-Sud	Canadian Action	Action canadienne	Horrocks	Joe	Sixpack	7/6/04 15:15
59034	Vancouver South	Vancouver-Sud	N.D.P.	N.P.D.	Meslo	Bev		1/6/04 20:45
59034	Vancouver South	Vancouver-Sud	Marxist-Leninist	Marxiste-Léniniste	Boylan	Charles		6/6/04 17:30
59034	Vancouver South	Vancouver-Sud	Green Party	Parti Vert	Perry	Doug		4/6/04 18:45
59034	Vancouver South	Vancouver-Sud	Communist	Communiste	Von Sychowski	Stephen		4/6/04 19:30
59035	Victoria	Victoria	Liberal	Libéral	Anderson	David		2/6/04 15:20
59035	Victoria	Victoria	N.D.P.	N.P.D.	Turner	David		4/6/04 11:50
59035	Victoria	Victoria	Conservative	conservateur	Wenham	Logan		4/6/04 17:15
59035	Victoria	Victoria	Canadian Action	Action canadienne	Skinner	Derek	J.	2/6/04 19:35
59035	Victoria	Victoria	Green Party	Parti Vert	Lade	Ariel		7/6/04 11:25
59036	West Vancouver--Sunshine Coast	West Vancouver--Sunshine Coast	Liberal	Libéral	Wilson	Blair		2/6/04 14:30
59036	West Vancouver--Sunshine Coast	West Vancouver--Sunshine Coast	Conservative	conservateur	Reynolds	John		28/05/2004 12:00:00
59036	West Vancouver--Sunshine Coast	West Vancouver--Sunshine Coast	Canadian Action	Action canadienne	Bombois	Marc		4/6/04 15:00
59036	West Vancouver--Sunshine Coast	West Vancouver--Sunshine Coast	Marxist-Leninist	Marxiste-Léniniste	Jamieson	Anne		6/6/04 16:30
59036	West Vancouver--Sunshine Coast	West Vancouver--Sunshine Coast	Green Party	Parti Vert	Goldsmith	Andrea		27/05/2004 11:30:00
59036	West Vancouver--Sunshine Coast	West Vancouver--Sunshine Coast	N.D.P.	N.P.D.	Simons	Nicholas		2/6/04 9:35
60001	Yukon	Yukon	Liberal	Libéral	Bagnell	Larry		28/05/2004 20:45:00
60001	Yukon	Yukon	N.D.P.	N.P.D.	Boyde	Pam		1/6/04 14:30
60001	Yukon	Yukon	Green Party	Parti Vert	LeBlond	Philippe		6/6/04 15:15
60001	Yukon	Yukon	Marijuana Party	Parti Marijuana	Davey	Sean		1/6/04 20:30
60001	Yukon	Yukon	Conservative	conservateur	Hartle	James		3/6/04 19:00
60001	Yukon	Yukon	Christian Heritage Party	Parti de l'Héritage Chrétien	Capp	Geoffrey		4/6/04 19:15
61001	Western Arctic	Western Arctic	Liberal	Libéral	Blondin-Andrew	Ethel		27/05/2004 14:35:00
61001	Western Arctic	Western Arctic	N.D.P.	N.P.D.	Bevington	Dennis		4/6/04 20:07
61001	Western Arctic	Western Arctic	Green Party	Parti Vert	O'Brien	Chris		4/6/04 7:40
61001	Western Arctic	Western Arctic	Conservative	conservateur	Mandeville	Sean		5/6/04 11:55
62001	Nunavut	Nunavut	Liberal	Libéral	Karetak-Lindell	Nancy		28/05/2004 14:50:00
62001	Nunavut	Nunavut	Independent	Indépendant	Thompson	Manitok		3/6/04 15:52
62001	Nunavut	Nunavut	Green Party	Parti Vert	Kenney	Nedd		4/6/04 16:50
62001	Nunavut	Nunavut	Conservative	conservateur	Cunningham	Duncan		3/6/04 9:26
62001	Nunavut	Nunavut	N.D.P.	N.P.D.	Riddell	Bill		2/6/04 14:10
